Feature_ID,BL21_12hr-BL21_3hr_logFC,BL21_12hr-control_12hr_logFC,BL21_3hr-control_3hr_logFC,CC_12hr-CC_3hr_logFC,CC_12hr-control_12hr_logFC,CC_3hr-control_3hr_logFC,control_12hr-control_3hr_logFC,LPS_12hr-control_12hr_logFC,LPS_12hr-LPS_3hr_logFC,LPS_3hr-control_3hr_logFC
ENSG00000012048,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000012061,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000012171,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000012174,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000012211,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000012223,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000012232,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000012660,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000012822,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000012963,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000012983,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000013016,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000013275,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000013288,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000013297,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000013306,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000013364,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000013374,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000013375,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000013392,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000013441,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000013503,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000013523,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000013561,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000013563,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000013573,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000013583,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000013588,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000013619,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000013810,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000014123,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000014138,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000014164,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000014216,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000014641,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000014824,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000014914,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000014919,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000015133,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000015153,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000015171,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000015475,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000015479,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000015532,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000015568,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000015676,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000016864,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000017260,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000017483,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000017797,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000018189,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000018408,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000018510,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000018610,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000018699,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000019144,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000019186,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000019485,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000019549,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000019582,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000019995,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000020129,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000020256,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000020426,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000020577,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000020633,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000020922,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000021300,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000021355,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000021574,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000021645,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000021762,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000021776,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000021826,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000022267,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000022277,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000022840,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000022976,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000023041,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000023171,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000023191,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000023228,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000023287,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000023318,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000023330,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000023445,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000023516,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000023572,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000023608,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000023697,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000023734,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000023892,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000023902,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000023909,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000024048,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000024422,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000024526,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000024862,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000025156,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000025293,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000025423,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr
ENSG00000025434,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000025708,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000025770,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000025772,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000025796,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000025800,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000026025,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000026103,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000026297,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000026508,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000026559,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000026652,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000026751,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000026950,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000027001,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000027075,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000027697,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000027847,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000027869,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000028116,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000028137,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000028203,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000028277,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr
ENSG00000028310,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr
ENSG00000028528,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000028839,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000029153,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000029363,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000029364,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000029534,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000029639,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000029725,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000029993,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000030066,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000030110,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000030419,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000030582,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000031003,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000031081,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000031691,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000031698,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000031823,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000032219,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000032389,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000032444,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000032742,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000033011,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000033030,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000033050,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000033100,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000033122,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000033170,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000033178,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr
ENSG00000033327,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000033627,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000033800,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000033867,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000034053,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000034152,underexpr,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000034510,underexpr,overexpr,overexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr
ENSG00000034533,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000034677,underexpr,underexpr,overexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000034693,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000034713,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000035115,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000035141,overexpr,overexpr,underexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
ENSG00000035403,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000035499,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000035664,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000035681,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000035687,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr
ENSG00000035862,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,underexpr,overexpr
ENSG00000035928,underexpr,underexpr,underexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr
ENSG00000036054,overexpr,overexpr,overexpr,overexpr,overexpr,overexpr,underexpr,overexpr,overexpr,overexpr
ENSG00000036257,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000036448,underexpr,underexpr,underexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000036549,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr,underexpr
ENSG00000036672,underexpr,underexpr,underexpr,underexpr,overexpr,overexpr,underexpr,underexpr,underexpr,underexpr
ENSG00000037042,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,overexpr,underexpr
ENSG00000037241,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,underexpr,overexpr
ENSG00000037474,underexpr,overexpr,overexpr,underexpr,overexpr,underexpr,underexpr,overexpr,overexpr,underexpr
